,STID,YEAR,MONTH,DAY,TR05,TR25,TR60,TR75
217693,ACME,1998,5,9,1.8432,1.5415,1.4081,1.4512
217695,ALTU,1998,5,9,3.8455,3.4763,,
217715,BUFF,1998,5,9,,,,
217824,WEST,1998,5,9,1.7038,1.5404,1.5887,
217830,ACME,1998,5,10,1.8243,1.5932,1.4141,1.4528
217832,ALTU,1998,5,10,3.7956,3.4823,,
217852,BUFF,1998,5,10,,,,
217961,WEST,1998,5,10,1.727,1.5456,1.5851,
217967,ACME,1998,5,11,1.9178,1.6499,1.4181,1.458
217969,ALTU,1998,5,11,3.7501,3.4725,,
217989,BUFF,1998,5,11,,,,
218098,WEST,1998,5,11,1.9636,1.5515,1.5841,
218104,ACME,1998,5,12,2.0725,1.7244,1.4181,1.4564
218106,ALTU,1998,5,12,3.7427,3.4618,,
218126,BUFF,1998,5,12,,,,
218235,WEST,1998,5,12,2.1109,1.5976,1.5812,
218241,ACME,1998,5,13,2.3094,1.8223,1.4303,1.4668
218243,ALTU,1998,5,13,3.7914,3.4526,,
218263,BUFF,1998,5,13,,,,
218372,WEST,1998,5,13,2.2243,1.835,1.578,
218378,ACME,1998,5,14,2.5178,1.9041,1.4428,1.4707
218380,ALTU,1998,5,14,3.814,3.4495,,
218400,BUFF,1998,5,14,,,,
218509,WEST,1998,5,14,2.2999,2.0829,1.5758,
218515,ACME,1998,5,15,2.7445,2.012,1.461,1.4744
218517,ALTU,1998,5,15,3.8005,3.4563,,
218537,BUFF,1998,5,15,,,,
218646,WEST,1998,5,15,2.371,2.2366,1.6479,
218652,ACME,1998,5,16,2.9973,2.1589,1.4903,1.4816
218654,ALTU,1998,5,16,3.7223,3.4693,,
218674,BUFF,1998,5,16,,,,
218783,WEST,1998,5,16,2.5265,2.3642,1.8366,
218789,ACME,1998,5,17,3.1921,2.2868,1.5252,1.4898
218791,ALTU,1998,5,17,3.642,3.4627,,
218811,BUFF,1998,5,17,,,,
218920,WEST,1998,5,17,2.7063,2.4524,2.0003,
218926,ACME,1998,5,18,3.2709,2.4266,1.5734,1.4989
218928,ALTU,1998,5,18,3.5917,3.4426,,
218948,BUFF,1998,5,18,,,,
219057,WEST,1998,5,18,2.8933,2.5385,2.1327,
219063,ACME,1998,5,19,3.3243,2.6109,1.6304,1.5046
219065,ALTU,1998,5,19,3.6626,3.4418,,
219085,BUFF,1998,5,19,,,,
219194,WEST,1998,5,19,3.0293,2.6181,2.2305,
219200,ACME,1998,5,20,3.3638,2.7708,1.6948,1.5347
219202,ALTU,1998,5,20,3.7471,3.4381,,
219222,BUFF,1998,5,20,,,,
219331,WEST,1998,5,20,3.1443,2.703,2.3169,
219337,ACME,1998,5,21,3.3725,2.8973,1.7556,1.5583
219339,ALTU,1998,5,21,3.7972,3.4394,,
219359,BUFF,1998,5,21,,,,
219468,WEST,1998,5,21,3.2185,2.7874,2.3897,
219474,ACME,1998,5,22,3.3814,2.9954,1.7953,1.5778
219476,ALTU,1998,5,22,3.8265,3.4535,,
219496,BUFF,1998,5,22,,,,
219605,WEST,1998,5,22,3.2878,2.8888,2.4731,
219611,ACME,1998,5,23,3.3823,3.0731,1.8293,1.5899
219613,ALTU,1998,5,23,3.8247,3.4582,,
219633,BUFF,1998,5,23,,,,
219742,WEST,1998,5,23,3.3553,2.9882,2.5378,
219748,ACME,1998,5,24,3.377,3.1381,1.8788,1.6162
219750,ALTU,1998,5,24,3.8249,3.455,,
219770,BUFF,1998,5,24,,,,
219879,WEST,1998,5,24,3.3821,3.0729,2.6271,
219885,ACME,1998,5,25,3.3978,3.2111,1.9383,1.6441
219887,ALTU,1998,5,25,3.8447,3.4499,,
219907,BUFF,1998,5,25,,,,
220016,WEST,1998,5,25,1.6981,1.7832,1.7269,
220022,ACME,1998,5,26,3.2616,3.261,1.9837,1.6704
220024,ALTU,1998,5,26,3.7736,3.4627,,
220044,BUFF,1998,5,26,,,,
220153,WEST,1998,5,26,1.4854,1.5691,1.6061,
220159,ACME,1998,5,27,2.9561,3.2633,2.0145,1.6857
220161,ALTU,1998,5,27,3.5713,3.4586,,
220181,BUFF,1998,5,27,,,,
220290,WEST,1998,5,27,1.4778,1.564,1.6083,
220296,ACME,1998,5,28,2.8473,3.2666,2.064,1.7133
220298,ALTU,1998,5,28,3.3823,3.4463,,
220318,BUFF,1998,5,28,,,,
220427,WEST,1998,5,28,1.4793,1.5551,1.6083,
220433,ACME,1998,5,29,,,,
220435,ALTU,1998,5,29,3.2666,3.436,,
220455,BUFF,1998,5,29,,,,
220564,WEST,1998,5,29,1.4787,1.5512,1.6039,
220570,ACME,1998,5,30,3.214,3.3181,2.2008,1.7744
220572,ALTU,1998,5,30,3.3423,3.4224,,
220592,BUFF,1998,5,30,,,,
220701,WEST,1998,5,30,1.6077,1.5537,1.595,
220707,ACME,1998,5,31,3.3415,3.3544,2.2814,1.8227
220709,ALTU,1998,5,31,3.5715,3.4213,,
220729,BUFF,1998,5,31,,,,
220838,WEST,1998,5,31,1.9266,1.6744,1.598,
220844,ACME,1998,6,1,3.3105,3.3849,2.3657,1.8643
220846,ALTU,1998,6,1,3.7157,3.4132,,
220866,BUFF,1998,6,1,,,,
220975,WEST,1998,6,1,2.1406,1.983,1.615,
220981,ACME,1998,6,2,,,,
220983,ALTU,1998,6,2,3.7792,3.4047,,
221003,BUFF,1998,6,2,,,,
221112,WEST,1998,6,2,2.2881,2.2498,1.7813,
221118,ACME,1998,6,3,3.4439,3.448,2.6071,1.9896
221120,ALTU,1998,6,3,3.8154,3.3993,,
221140,BUFF,1998,6,3,,,,
221249,WEST,1998,6,3,2.4836,2.4079,1.9953,
221255,ACME,1998,6,4,3.5083,3.4603,2.6874,2.0284
221257,ALTU,1998,6,4,3.8682,3.4273,,
221277,BUFF,1998,6,4,,,,
221386,WEST,1998,6,4,2.6789,2.4948,2.1238,
221392,ACME,1998,6,5,3.5374,3.4754,2.7358,2.0661
221394,ALTU,1998,6,5,3.894,3.4637,,
221414,BUFF,1998,6,5,,,,
221523,WEST,1998,6,5,2.8248,2.5574,2.188,
221529,ACME,1998,6,6,3.535,3.4805,2.8015,2.0975
221531,ALTU,1998,6,6,3.8853,3.4729,,
221551,BUFF,1998,6,6,,,,
221660,WEST,1998,6,6,2.9334,2.6281,2.2618,
221666,ACME,1998,6,7,3.5542,3.4913,2.8711,2.1329
221668,ALTU,1998,6,7,3.8912,3.4625,,
221688,BUFF,1998,6,7,,,,
221797,WEST,1998,6,7,3.0466,2.703,2.3491,
221803,ACME,1998,6,8,2.6718,3.4801,2.9077,2.1589
221805,ALTU,1998,6,8,3.8791,3.4753,,
221825,BUFF,1998,6,8,,,,
221934,WEST,1998,6,8,2.48,2.7545,2.3994,
221940,ACME,1998,6,9,2.0555,3.4418,2.9223,2.1734
221942,ALTU,1998,6,9,3.8558,3.458,,
221962,BUFF,1998,6,9,,,,
222071,WEST,1998,6,9,1.8737,2.7575,2.4139,
222077,ACME,1998,6,10,2.1466,3.4429,2.9557,2.1974
222079,ALTU,1998,6,10,3.8631,3.4431,,
222099,BUFF,1998,6,10,,,,
222208,WEST,1998,6,10,2.1729,2.8066,2.4592,
222214,ACME,1998,6,11,1.3977,3.3878,2.9739,2.2154
222216,ALTU,1998,6,11,3.8678,3.4552,,
222236,BUFF,1998,6,11,,,,
222345,WEST,1998,6,11,1.6683,2.8206,2.4701,
222351,ACME,1998,6,12,1.4092,3.3573,3.0045,2.2445
222353,ALTU,1998,6,12,3.8486,3.4507,,
222373,BUFF,1998,6,12,,,,
222482,WEST,1998,6,12,1.8542,2.8432,2.5378,
222488,ACME,1998,6,13,1.5498,3.3524,3.0399,2.267
222490,ALTU,1998,6,13,3.8411,3.4305,,
222510,BUFF,1998,6,13,,,,
222619,WEST,1998,6,13,2.2186,2.9067,2.6174,
222625,ACME,1998,6,14,1.6803,3.3533,3.0669,2.2882
222627,ALTU,1998,6,14,3.8504,3.4268,,
222647,BUFF,1998,6,14,,,,
222756,WEST,1998,6,14,2.4907,2.9684,2.7031,
222762,ACME,1998,6,15,1.8116,3.3602,3.0949,2.3093
222764,ALTU,1998,6,15,3.872,3.4337,,
222784,BUFF,1998,6,15,,,,
222893,WEST,1998,6,15,2.8693,3.0761,2.8017,
222899,ACME,1998,6,16,1.9367,3.3582,3.1135,2.3335
222901,ALTU,1998,6,16,3.8661,3.442,,
222921,BUFF,1998,6,16,,,,
223030,WEST,1998,6,16,3.0986,3.1667,2.8859,
223036,ACME,1998,6,17,2.0778,3.3497,3.1407,2.3652
223038,ALTU,1998,6,17,3.8581,3.4369,,
223058,BUFF,1998,6,17,,,,
223167,WEST,1998,6,17,3.2709,3.2656,3.0124,
223173,ACME,1998,6,18,2.2845,3.3674,3.1591,2.3858
223175,ALTU,1998,6,18,3.852,3.442,,
223195,BUFF,1998,6,18,,,,
223304,WEST,1998,6,18,3.0063,3.3462,3.1213,
223310,ACME,1998,6,19,2.6559,3.4064,3.2086,2.4237
223312,ALTU,1998,6,19,3.8479,3.4268,,
223332,BUFF,1998,6,19,,,,
223441,WEST,1998,6,19,2.9821,3.3815,3.1818,
223447,ACME,1998,6,20,3.0878,3.4315,3.2694,2.4783
223449,ALTU,1998,6,20,3.8405,3.4134,,
223469,BUFF,1998,6,20,,,,
223578,WEST,1998,6,20,3.2837,3.4186,3.284,
223584,ACME,1998,6,21,3.3413,3.4523,3.317,2.5336
223586,ALTU,1998,6,21,3.8445,3.3885,,
223606,BUFF,1998,6,21,,,,
223715,WEST,1998,6,21,3.4977,3.4738,3.4006,
223721,ACME,1998,6,22,3.4148,3.4796,3.366,2.6081
223723,ALTU,1998,6,22,3.85,3.3358,,
223743,BUFF,1998,6,22,,,,
223852,WEST,1998,6,22,3.5282,3.4925,3.4297,
223858,ACME,1998,6,23,3.4677,3.5031,3.3971,2.6918
223860,ALTU,1998,6,23,3.8486,2.9154,,
223880,BUFF,1998,6,23,,,,
223989,WEST,1998,6,23,3.5802,3.5347,3.5081,
223995,ACME,1998,6,24,3.4972,3.5128,3.4202,2.7737
223997,ALTU,1998,6,24,3.8587,2.5349,,
224017,BUFF,1998,6,24,,,,
224126,WEST,1998,6,24,3.6172,3.5742,3.5732,
224132,ACME,1998,6,25,3.5265,3.5278,3.448,2.8673
224134,ALTU,1998,6,25,3.8532,2.4385,,
224154,BUFF,1998,6,25,,,,
224263,WEST,1998,6,25,3.6501,3.6177,3.6303,
224269,ACME,1998,6,26,3.5537,3.5468,3.4703,2.9575
224271,ALTU,1998,6,26,3.8469,2.3159,,
224291,BUFF,1998,6,26,,,,
224400,WEST,1998,6,26,3.6751,3.6461,3.6639,
224406,ACME,1998,6,27,3.5565,3.5477,3.4787,3.0377
224408,ALTU,1998,6,27,3.8496,2.1882,,
224428,BUFF,1998,6,27,,,,
224537,WEST,1998,6,27,3.6983,3.6687,3.6893,
224543,ACME,1998,6,28,3.5601,3.5551,3.4868,3.1042
224545,ALTU,1998,6,28,3.8498,2.0768,,
224565,BUFF,1998,6,28,,,,
224674,WEST,1998,6,28,3.7119,3.6918,3.711,
224680,ACME,1998,6,29,3.5726,3.567,3.5048,3.1684
224682,ALTU,1998,6,29,3.8502,1.9777,,
224702,BUFF,1998,6,29,,,,
224811,WEST,1998,6,29,3.72,3.6987,3.7158,
224817,ACME,1998,6,30,3.572,3.5647,3.5048,3.2026
224819,ALTU,1998,6,30,3.8395,1.887,,
224839,BUFF,1998,6,30,,,,
224948,WEST,1998,6,30,3.1689,3.7217,3.7205,
224954,ACME,1998,7,1,3.5845,3.5788,3.5174,3.2414
224956,ALTU,1998,7,1,3.8435,1.8211,,
224976,BUFF,1998,7,1,,,,
225085,WEST,1998,7,1,1.8754,3.7222,3.7122,
225091,ACME,1998,7,2,3.5901,3.584,3.5217,3.2572
225093,ALTU,1998,7,2,3.8484,1.7473,,
225113,BUFF,1998,7,2,,,,
225222,WEST,1998,7,2,2.0398,3.6783,3.6893,
225228,ACME,1998,7,3,3.6032,3.5972,3.5365,3.2861
225230,ALTU,1998,7,3,3.8544,1.6863,,
225250,BUFF,1998,7,3,,,,
225359,WEST,1998,7,3,2.3653,3.655,3.6758,
225365,ACME,1998,7,4,3.6077,3.6003,3.539,3.303
225367,ALTU,1998,7,4,3.8611,1.6264,,
225387,BUFF,1998,7,4,,,,
225496,WEST,1998,7,4,2.809,3.6496,3.6697,
225502,ACME,1998,7,5,3.6241,3.6084,3.5438,3.3142
225504,ALTU,1998,7,5,3.8716,1.584,,
225524,BUFF,1998,7,5,,,,
225633,WEST,1998,7,5,3.1939,3.6454,3.6691,
225639,ACME,1998,7,6,3.592,3.603,3.5397,3.3129
225641,ALTU,1998,7,6,3.8528,1.5484,,
225661,BUFF,1998,7,6,,,,
225770,WEST,1998,7,6,3.5558,3.6672,3.6968,
225776,ACME,1998,7,7,3.6075,3.6077,3.5463,3.3298
225778,ALTU,1998,7,7,3.8415,1.5225,,
225798,BUFF,1998,7,7,,,,
225907,WEST,1998,7,7,3.6867,3.7075,3.7287,
225913,ACME,1998,7,8,3.6196,3.6133,3.5504,3.3439
225915,ALTU,1998,7,8,3.8576,1.5247,,
225935,BUFF,1998,7,8,,,,
226044,WEST,1998,7,8,3.5304,3.7127,3.7237,
226050,ACME,1998,7,9,3.6175,3.6138,3.556,3.3511
226052,ALTU,1998,7,9,3.854,1.5285,,
226072,BUFF,1998,7,9,,,,
226181,WEST,1998,7,9,3.3536,3.7065,3.7156,
226187,ACME,1998,7,10,3.6243,3.6187,3.559,3.3669
226189,ALTU,1998,7,10,3.8518,1.5294,,
226209,BUFF,1998,7,10,,,,
226318,WEST,1998,7,10,3.6491,3.7031,3.7192,
226324,ACME,1998,7,11,3.63,3.6203,3.5592,3.3697
226326,ALTU,1998,7,11,3.8439,1.5245,,
226346,BUFF,1998,7,11,,,,
226455,WEST,1998,7,11,3.7095,3.7249,3.7275,
226461,ACME,1998,7,12,3.6377,3.6303,3.5718,3.3853
226463,ALTU,1998,7,12,3.8605,1.5345,,
226483,BUFF,1998,7,12,,,,
226592,WEST,1998,7,12,1.7815,3.651,3.6958,
226598,ACME,1998,7,13,3.6432,3.6377,3.5793,3.4018
226600,ALTU,1998,7,13,3.8524,1.533,,
226620,BUFF,1998,7,13,,,,
226729,WEST,1998,7,13,1.9816,3.556,3.6712,
226735,ACME,1998,7,14,3.6306,3.6335,3.572,3.3968
226737,ALTU,1998,7,14,3.8506,1.5317,,
226757,BUFF,1998,7,14,,,,
226866,WEST,1998,7,14,2.2696,3.5067,3.6447,
226872,ACME,1998,7,15,3.6504,3.6453,3.5853,3.4142
226874,ALTU,1998,7,15,3.8585,1.5298,,
226894,BUFF,1998,7,15,,,,
227003,WEST,1998,7,15,2.6395,3.4971,3.6279,
227009,ACME,1998,7,16,3.6512,3.642,3.5797,3.4181
227011,ALTU,1998,7,16,3.8686,1.5498,,
227031,BUFF,1998,7,16,,,,
227140,WEST,1998,7,16,3.0577,3.5305,3.6358,
227146,ACME,1998,7,17,3.6587,3.6451,3.5827,3.4254
227148,ALTU,1998,7,17,3.8403,1.5456,,
227168,BUFF,1998,7,17,,,,
227277,WEST,1998,7,17,3.393,3.5818,3.6562,
227283,ACME,1998,7,18,3.657,3.6496,3.5887,3.438
227285,ALTU,1998,7,18,3.8217,1.5151,,
227305,BUFF,1998,7,18,,,,
227414,WEST,1998,7,18,3.6412,3.6476,3.6974,
227420,ACME,1998,7,19,3.6557,3.646,3.5864,3.4384
227422,ALTU,1998,7,19,3.8356,1.5002,,
227442,BUFF,1998,7,19,,,,
227551,WEST,1998,7,19,3.7066,3.7014,3.7344,
227557,ACME,1998,7,20,3.6597,3.6507,3.5913,3.448
227559,ALTU,1998,7,20,3.8389,1.501,,
227579,BUFF,1998,7,20,,,,
227688,WEST,1998,7,20,3.7339,3.7276,3.7528,
227694,ACME,1998,7,21,3.6568,3.6469,3.5883,3.4488
227696,ALTU,1998,7,21,3.8506,1.5051,,
227716,BUFF,1998,7,21,,,,
227825,WEST,1998,7,21,3.7491,3.7384,3.7603,
227831,ACME,1998,7,22,3.66,3.6487,3.5904,3.454
227833,ALTU,1998,7,22,3.8469,1.5091,,
227853,BUFF,1998,7,22,,,,
227962,WEST,1998,7,22,3.7564,3.7448,3.7665,
227968,ACME,1998,7,23,3.6585,3.6449,3.5904,3.4573
227970,ALTU,1998,7,23,3.8421,1.5093,,
227990,BUFF,1998,7,23,,,,
228099,WEST,1998,7,23,3.7647,3.7522,3.772,
228105,ACME,1998,7,24,3.6659,3.6514,3.5981,3.466
228107,ALTU,1998,7,24,3.8393,1.5057,,
228127,BUFF,1998,7,24,,,,
228236,WEST,1998,7,24,3.7816,3.7664,3.7831,
228242,ACME,1998,7,25,3.6636,3.6518,3.5986,3.4709
228244,ALTU,1998,7,25,3.8459,1.5083,,
228264,BUFF,1998,7,25,,,,
228373,WEST,1998,7,25,3.78,3.7676,3.7902,
228379,ACME,1998,7,26,3.6708,3.6617,3.6069,3.4829
228381,ALTU,1998,7,26,3.8457,1.5087,,
228401,BUFF,1998,7,26,,,,
228510,WEST,1998,7,26,3.7723,3.7598,3.7791,
228516,ACME,1998,7,27,3.6727,3.6628,3.605,3.4833
228518,ALTU,1998,7,27,3.8395,1.5076,,
228538,BUFF,1998,7,27,,,,
228647,WEST,1998,7,27,3.7859,3.774,3.7922,
228653,ACME,1998,7,28,3.671,3.6648,3.608,3.4915
228655,ALTU,1998,7,28,3.8368,1.4999,,
228675,BUFF,1998,7,28,,,,
228784,WEST,1998,7,28,3.7977,3.7846,3.7974,
228790,ACME,1998,7,29,3.6691,3.6612,3.6078,3.4915
228792,ALTU,1998,7,29,3.8504,1.5115,,
228812,BUFF,1998,7,29,,,,
228921,WEST,1998,7,29,3.7851,3.7755,3.79,
228927,ACME,1998,7,30,3.6736,3.6646,3.6089,3.4935
228929,ALTU,1998,7,30,3.8486,1.5147,,
228949,BUFF,1998,7,30,,,,
229058,WEST,1998,7,30,3.7969,3.7865,3.7981,
229064,ACME,1998,7,31,3.684,3.6751,3.6185,3.505
229066,ALTU,1998,7,31,3.8494,1.5185,,
229086,BUFF,1998,7,31,,,,
229195,WEST,1998,7,31,3.7969,3.7883,3.7999,
229201,ACME,1998,8,1,3.6821,3.6778,3.6204,3.5089
229203,ALTU,1998,8,1,3.8518,1.5243,,
229223,BUFF,1998,8,1,,,,
229332,WEST,1998,8,1,3.7975,3.7841,3.7981,
229338,ACME,1998,8,2,3.6886,3.6809,3.6241,3.5165
229340,ALTU,1998,8,2,3.8518,1.5132,,
229360,BUFF,1998,8,2,,,,
229469,WEST,1998,8,2,3.796,3.7846,3.7974,
229475,ACME,1998,8,3,3.6886,3.6843,3.6221,3.5156
229477,ALTU,1998,8,3,3.8659,1.5172,,
229497,BUFF,1998,8,3,,,,
229606,WEST,1998,8,3,3.8064,3.7883,3.7968,
229612,ACME,1998,8,4,3.7014,3.6962,3.6328,3.5295
229614,ALTU,1998,8,4,3.8732,1.5166,,
229634,BUFF,1998,8,4,,,,
229743,WEST,1998,8,4,3.8139,3.802,3.8047,
229749,ACME,1998,8,5,3.6799,3.7067,3.6288,3.5329
229751,ALTU,1998,8,5,3.2623,1.5255,,
229771,BUFF,1998,8,5,,,,
229880,WEST,1998,8,5,3.8088,3.7991,3.8009,
229886,ACME,1998,8,6,3.6283,3.7078,3.6215,3.5314
229888,ALTU,1998,8,6,2.7541,1.5345,,
229908,BUFF,1998,8,6,,,,
230017,WEST,1998,8,6,3.8143,3.8054,3.8033,
230023,ACME,1998,8,7,3.5954,3.7078,3.6271,3.534
230025,ALTU,1998,8,7,2.7088,1.533,,
230045,BUFF,1998,8,7,,,,
230154,WEST,1998,8,7,3.8206,3.8084,3.8094,
230160,ACME,1998,8,8,3.5601,3.693,3.6172,3.529
230162,ALTU,1998,8,8,2.771,1.5283,,
230182,BUFF,1998,8,8,,,,
230291,WEST,1998,8,8,3.8204,3.8086,3.8138,
230297,ACME,1998,8,9,3.5216,3.6886,3.6097,3.5247
230299,ALTU,1998,8,9,2.7622,1.523,,
230319,BUFF,1998,8,9,,,,
230428,WEST,1998,8,9,3.8174,3.8032,3.8067,
230434,ACME,1998,8,10,2.8788,3.6913,3.6187,3.5323
230436,ALTU,1998,8,10,2.8256,1.5191,,
230456,BUFF,1998,8,10,,,,
230565,WEST,1998,8,10,3.7282,3.8084,3.8037,
230571,ACME,1998,8,11,1.382,3.6933,3.6258,3.5405
230573,ALTU,1998,8,11,2.8731,1.5388,,
230593,BUFF,1998,8,11,,,,
230702,WEST,1998,8,11,3.6461,3.7981,3.7972,
230708,ACME,1998,8,12,1.3665,3.6668,3.6187,3.536
230710,ALTU,1998,8,12,2.6827,1.5501,,
230730,BUFF,1998,8,12,,,,
230839,WEST,1998,8,12,3.6298,3.7942,3.7865,
230845,ACME,1998,8,13,1.368,3.65,3.6226,3.5412
230847,ALTU,1998,8,13,2.6399,1.5524,,
230867,BUFF,1998,8,13,,,,
230976,WEST,1998,8,13,3.6241,3.7799,3.7716,
230982,ACME,1998,8,14,1.4145,3.6182,3.6153,3.5325
230984,ALTU,1998,8,14,2.6144,1.5426,,
231004,BUFF,1998,8,14,,,,
231113,WEST,1998,8,14,3.6068,3.788,3.7768,
231119,ACME,1998,8,15,1.5035,3.5934,3.6086,3.5264
231121,ALTU,1998,8,15,2.6027,1.5341,,
231141,BUFF,1998,8,15,,,,
231250,WEST,1998,8,15,3.6095,3.7755,3.7635,
231256,ACME,1998,8,16,1.5868,3.5746,3.6084,3.5277
231258,ALTU,1998,8,16,2.6334,1.5275,,
231278,BUFF,1998,8,16,,,,
231387,WEST,1998,8,16,3.6587,3.7811,3.7669,
231393,ACME,1998,8,17,1.6697,3.5472,3.5958,3.5169
231395,ALTU,1998,8,17,2.6783,1.5292,,
231415,BUFF,1998,8,17,,,,
231524,WEST,1998,8,17,3.703,3.7681,3.756,
231530,ACME,1998,8,18,1.7597,3.5296,3.596,3.516
231532,ALTU,1998,8,18,2.8008,1.5292,,
231552,BUFF,1998,8,18,,,,
231661,WEST,1998,8,18,3.7377,3.7672,3.7556,
231667,ACME,1998,8,19,1.8437,3.5112,3.5932,3.5139
231669,ALTU,1998,8,19,2.9865,1.5351,,
231689,BUFF,1998,8,19,,,,
231798,WEST,1998,8,19,3.7674,3.7699,3.7586,
231804,ACME,1998,8,20,1.9369,3.4955,3.5842,3.5067
231806,ALTU,1998,8,20,3.2942,1.5315,,
231826,BUFF,1998,8,20,,,,
231935,WEST,1998,8,20,3.7784,3.7713,3.7659,
231941,ACME,1998,8,21,2.0648,3.4922,3.5872,3.5097
231943,ALTU,1998,8,21,3.4755,1.5234,,
231963,BUFF,1998,8,21,,,,
232072,WEST,1998,8,21,3.7855,3.7748,3.7694,
232078,ACME,1998,8,22,2.2159,3.4935,3.5872,3.5121
232080,ALTU,1998,8,22,3.6105,1.5185,,
232100,BUFF,1998,8,22,,,,
232209,WEST,1998,8,22,3.8088,3.7978,3.7928,
232215,ACME,1998,8,23,2.4396,3.4982,3.5883,3.5091
232217,ALTU,1998,8,23,3.6978,1.5046,,
232237,BUFF,1998,8,23,,,,
232346,WEST,1998,8,23,3.8054,3.7927,3.7914,
232352,ACME,1998,8,24,2.7602,3.504,3.5737,3.4978
232354,ALTU,1998,8,24,3.7546,1.5025,,
232374,BUFF,1998,8,24,,,,
232483,WEST,1998,8,24,3.8087,3.7939,3.7934,
232489,ACME,1998,8,25,3.1811,3.5304,3.5787,3.503
232491,ALTU,1998,8,25,3.7754,1.5044,,
232511,BUFF,1998,8,25,,,,
232620,WEST,1998,8,25,3.8089,3.8,3.8009,
232626,ACME,1998,8,26,3.4411,3.5573,3.5827,3.5078
232628,ALTU,1998,8,26,3.7902,1.5055,,
232648,BUFF,1998,8,26,,,,
232757,WEST,1998,8,26,3.8212,3.8089,3.8082,
232763,ACME,1998,8,27,3.5427,3.5869,3.5966,3.5175
232765,ALTU,1998,8,27,3.8106,1.5142,,
232785,BUFF,1998,8,27,,,,
232894,WEST,1998,8,27,3.8084,3.7988,3.7985,
232900,ACME,1998,8,28,3.5969,3.6059,3.6044,3.5292
232902,ALTU,1998,8,28,2.3442,1.4711,,
232922,BUFF,1998,8,28,,,,
233031,WEST,1998,8,28,3.8064,3.7964,3.7916,
233037,ACME,1998,8,29,3.6343,3.6283,3.6148,3.5399
233039,ALTU,1998,8,29,2.1153,1.4771,,
233059,BUFF,1998,8,29,,,,
233168,WEST,1998,8,29,3.821,3.8133,3.8061,
233174,ACME,1998,8,30,3.6659,3.6478,3.6258,3.5466
233176,ALTU,1998,8,30,2.18,1.4812,,
233196,BUFF,1998,8,30,,,,
233305,WEST,1998,8,30,3.8178,3.8094,3.8055,
233311,ACME,1998,8,31,3.6714,3.6538,3.6268,3.549
233313,ALTU,1998,8,31,2.2265,1.4862,,
233333,BUFF,1998,8,31,,,,
233442,WEST,1998,8,31,3.8212,3.8091,3.8071,
233448,ACME,1998,9,1,3.6861,3.6639,3.6352,3.5544
233450,ALTU,1998,9,1,2.2634,1.4897,,
233470,BUFF,1998,9,1,,,,
233579,WEST,1998,9,1,3.8221,3.8037,3.8051,
233585,ACME,1998,9,2,3.7035,3.6776,3.644,3.5648
233587,ALTU,1998,9,2,2.3155,1.4931,,
233607,BUFF,1998,9,2,,,,
233716,WEST,1998,9,2,3.8196,3.8027,3.8069,
233722,ACME,1998,9,3,3.702,3.6814,3.6446,3.5624
233724,ALTU,1998,9,3,2.3812,1.5004,,
233744,BUFF,1998,9,3,,,,
233853,WEST,1998,9,3,3.821,3.804,3.8055,
233859,ACME,1998,9,4,3.7054,3.6859,3.6493,3.5676
233861,ALTU,1998,9,4,2.4685,1.5036,,
233881,BUFF,1998,9,4,,,,
233990,WEST,1998,9,4,3.8156,3.7998,3.8023,
233996,ACME,1998,9,5,3.7126,3.6908,3.6513,3.573
233998,ALTU,1998,9,5,2.5793,1.5204,,
234018,BUFF,1998,9,5,,,,
234127,WEST,1998,9,5,3.8192,3.8037,3.8108,
234133,ACME,1998,9,6,3.7122,3.6913,3.6453,3.5654
234135,ALTU,1998,9,6,2.688,1.5243,,
234155,BUFF,1998,9,6,,,,
234264,WEST,1998,9,6,3.8215,3.8047,3.8041,
234270,ACME,1998,9,7,3.7165,3.6962,3.6525,3.5737
234272,ALTU,1998,9,7,2.9159,1.539,,
234292,BUFF,1998,9,7,,,,
234401,WEST,1998,9,7,3.829,3.8108,3.8116,
234407,ACME,1998,9,8,3.722,3.7036,3.6553,3.578
234409,ALTU,1998,9,8,3.1999,1.5488,,
234429,BUFF,1998,9,8,,,,
234538,WEST,1998,9,8,3.8247,3.8054,3.8082,
234544,ACME,1998,9,9,3.7228,3.7047,3.6532,3.5797
234546,ALTU,1998,9,9,3.3769,1.5639,,
234566,BUFF,1998,9,9,,,,
234675,WEST,1998,9,9,3.832,3.8089,3.8047,
234681,ACME,1998,9,10,3.7352,3.7132,3.6577,3.5854
234683,ALTU,1998,9,10,3.4513,1.587,,
234703,BUFF,1998,9,10,,,,
234812,WEST,1998,9,10,3.8465,3.8194,3.8142,
234818,ACME,1998,9,11,3.7377,3.7195,3.665,3.5947
234820,ALTU,1998,9,11,3.5438,1.6081,,
234840,BUFF,1998,9,11,,,,
234949,WEST,1998,9,11,3.8373,3.8118,3.8116,
234955,ACME,1998,9,12,3.7439,3.7199,3.6611,3.596
234957,ALTU,1998,9,12,3.6089,1.6236,,
234977,BUFF,1998,9,12,,,,
235086,WEST,1998,9,12,3.8326,3.805,3.8057,
235092,ACME,1998,9,13,2.389,3.7376,3.6682,3.6025
235094,ALTU,1998,9,13,3.6497,1.6426,,
235114,BUFF,1998,9,13,,,,
235223,WEST,1998,9,13,2.1353,3.7873,3.7963,
235229,ACME,1998,9,14,1.7408,3.7331,3.6635,3.6003
